Order ID,Order Date,Customer ID,Product ID,Product Name,Product Type,Quantity,Customer Name,Email,Country,Category,Unit Price,Profit,,
ZJE-89333-489,13-May-2022,08694-57330-XR,F-D-1,Fujifilm X-S20,Camera,1,Vallie Kundt,vkundt3w@bigcartel.com,Ireland,Camera,"1,300.00 €",450.00 €,,
LOO-35324-159,19-May-2020,68412-11126-YJ,E-D-1,Philips Ambilight 55PUS8908,TV,1,Boyd Bett,bbett3x@google.de,United States,TV,700.00 €,240.00 €,,
JBQ-93412-846,27-Apr-2022,69037-66822-DW,H-M-0.5,HyperX Cloud III,Gaming Accessory,2,Julio Armytage,,Ireland,Gaming Accessory,80.00 €,60.00 €,,
EHX-66333-637,09-Sep-2020,01297-94364-XH,B-D-1,Amazfit GTR 4,Wearable,2,Deana Staite,dstaite3z@scientificamerican.com,United States,Wearable,180.00 €,120.00 €,,
WXG-25759-236,10-Mar-2021,39919-06540-ZI,C-L-2.5,Bose SoundLink Flex,Bluetooth Speaker,1,Winn Keyse,wkeyse40@apple.com,United States,Bluetooth Speaker,150.00 €,50.00 €,,
QNA-31113-984,07-Apr-2019,60512-78550-WS,G-M-0.2,Autel EVO Nano+,Drone,3,Osmund Clausen-Thue,oclausenthue41@marriott.com,United States,Drone,650.00 €,660.00 €,,
ZWI-52029-159,12-Jul-2020,40172-12000-AU,L-M-2.5,Apple iMac 24 M3,PC,2,Leonore Francisco,lfrancisco42@fema.gov,United States,PC,"1,499.00 €",998.00 €,,
ZWI-52029-159,12-Jul-2020,40172-12000-AU,A-L-0.2,Samsung Galaxy A55,Smartphone,3,Leonore Francisco,lfrancisco42@fema.gov,United States,Smartphone,480.00 €,540.00 €,,
DFS-49954-707,21-Dec-2021,39019-13649-CL,R-M-1,Microsoft Surface Laptop 6,Laptop,1,Giacobo Skingle,gskingle44@clickbank.net,United States,Laptop,"1,399.00 €",419.00 €,,
VYP-89830-878,04-Oct-2020,12715-05198-QU,F-L-2.5,WD My Passport 4TB,External Drive,1,Gerard Pirdy,,United States,External Drive,120.00 €,45.00 €,,
AMT-40418-362,08-Aug-2020,04513-76520-QO,E-L-2.5,Razer BlackShark V2,Headphones,3,Jacinthe Balsillie,jbalsillie46@princeton.edu,United States,Headphones,80.00 €,90.00 €,,
NFQ-23241-793,11-Oct-2020,88446-59251-SQ,H-D-1,Elgato Stream Deck XL,Gaming Accessory,2,Quinton Fouracres,,United States,Gaming Accessory,220.00 €,150.00 €,,
JQK-64922-985,10-Nov-2021,23779-10274-KN,B-M-1,Xiaomi Smart Band 9,Wearable,1,Bettina Leffek,bleffek48@ning.com,United States,Wearable,50.00 €,20.00 €,,
YET-17732-678,20-Jun-2021,57235-92842-DK,C-D-2.5,Keychron K6 Wireless,Keyboard,2,Hetti Penson,,United States,Keyboard,85.00 €,60.00 €,,
NKW-24945-846,04-Oct-2021,75977-30364-AY,G-D-0.2,Nintendo Switch OLED,Gaming Console,3,Jocko Pray,jpray4a@youtube.com,United States,Gaming Console,370.00 €,360.00 €,,
VKA-82720-513,24-Jun-2019,12299-30914-NG,L-L-1,AOC 24G2SPU,Monitor,3,Grete Holborn,gholborn4b@ow.ly,United States,Monitor,189.00 €,192.00 €,,
THA-60599-417,26-Oct-2019,59971-35626-YJ,A-M-0.2,Xiaomi Redmi Note 13,Smartphone,1,Fielding Keinrat,fkeinrat4c@dailymail.co.uk,United States,Smartphone,270.00 €,95.00 €,,
MEK-39769-035,27-Jun-2021,15380-76513-PS,R-D-0.5,Huawei MateBook D16,Laptop,3,Paulo Yea,pyea4d@aol.com,Ireland,Laptop,699.00 €,702.00 €,,
JAF-18294-750,06-Sep-2019,73564-98204-EY,F-M-2.5,Canon EOS R50,Camera,2,Say Risborough,,United States,Camera,700.00 €,480.00 €,,
TME-59627-221,30-Apr-2021,72282-40594-RX,E-M-1,"LG OLED C4 55""",TV,1,Alexa Sizey,,United States,TV,"1,500.00 €",500.00 €,,
UDG-65353-824,07-Jan-2020,17514-94165-RJ,H-L-0.2,Razer Kraken V4,Gaming Accessory,3,Kari Swede,kswede4g@addthis.com,United States,Gaming Accessory,70.00 €,75.00 €,,
ENQ-42923-176,11-Jan-2021,56248-75861-JX,B-L-2.5,"Toshiba QA5D 43""",TV,2,Leontine Rubrow,lrubrow4h@microsoft.com,United States,TV,300.00 €,200.00 €,,
CBT-55781-720,15-Nov-2021,97855-54761-IS,C-M-2.5,HP 930 Creator Mouse,Mouse,1,Dottie Tift,dtift4i@netvibes.com,United States,Mouse,60.00 €,22.00 €,,
NEU-86533-016,03-Jun-2019,96544-91644-IT,G-L-2.5,DJI Mini 4 Pro,Drone,3,Gerardo Schonfeld,gschonfeld4j@oracle.com,United States,Drone,759.00 €,777.00 €,,
BYU-58154-603,17-Dec-2020,51971-70393-QM,L-D-2.5,JBL Tune 770NC,Headphones,1,Claiborne Feye,cfeye4k@google.co.jp,Ireland,Headphones,100.00 €,35.00 €,,
EHJ-05910-257,07-Feb-2021,06812-11924-IK,A-D-2.5,Honor Magic6 Lite,Smartphone,3,Mina Elstone,,United States,Smartphone,330.00 €,330.00 €,,
EIL-44855-309,15-Mar-2021,59741-90220-OW,R-M-2.5,MSI Modern 14,Laptop,1,Sherman Mewrcik,,United States,Laptop,749.00 €,249.00 €,,
HCA-87224-420,04-Aug-2022,62682-27930-PD,F-D-2.5,Panasonic Lumix G100,Camera,1,Tamarah Fero,tfero4n@comsenz.com,United States,Camera,500.00 €,170.00 €,,
ABO-29054-365,19-Jan-2019,00256-19905-YG,E-L-1,Sennheiser Momentum 4,Headphones,2,Stanislaus Valsler,,Ireland,Headphones,350.00 €,240.00 €,,
TKN-58485-031,23-Mar-2022,38890-22576-UI,H-M-0.5,HyperX Cloud III,Gaming Accessory,2,Felita Dauney,fdauney4p@sphinn.com,Ireland,Gaming Accessory,80.00 €,60.00 €,,
RCK-04069-371,07-Oct-2021,94573-61802-PH,B-D-0.5,Huawei Watch GT4,Wearable,2,Serena Earley,searley4q@youku.com,United Kingdom,Wearable,200.00 €,140.00 €,,
IRJ-67095-738,20-Mar-2019,86447-02699-UT,C-L-0.5,Anker Soundcore Motion X600,Bluetooth Speaker,3,Minny Chamberlayne,mchamberlayne4r@bigcartel.com,United States,Bluetooth Speaker,200.00 €,210.00 €,,
VEA-31961-977,15-Dec-2021,51432-27169-KN,G-M-1,Sony PlayStation 5,Gaming Console,2,Bartholemy Flaherty,bflaherty4s@moonfruit.com,Ireland,Gaming Console,550.00 €,340.00 €,,
BAF-42286-205,08-Jun-2022,43074-00987-PB,L-L-0.5,ASUS TUF Gaming VG27AQ,Monitor,1,Oran Colbeck,ocolbeck4t@sina.com.cn,United States,Monitor,349.00 €,119.00 €,,
WOR-52762-511,14-Dec-2019,04739-85772-QT,A-L-0.5,iPhone 15,Smartphone,2,Elysee Sketch,,United States,Smartphone,899.00 €,638.00 €,,
ZWK-03995-815,10-Apr-2021,28279-78469-YW,R-M-1,Microsoft Surface Laptop 6,Laptop,3,Ethelda Hobbing,ehobbing4v@nsw.gov.au,United States,Laptop,"1,399.00 €","1,257.00 €",,
CKF-43291-846,10-Mar-2020,91829-99544-DS,B-L-0.2,"Panasonic LZ2000 65""",TV,1,Odille Thynne,othynne4w@auda.org.au,United States,TV,"1,800.00 €",600.00 €,,
RMW-74160-339,16-Oct-2020,38978-59582-JP,E-D-2.5,"Xiaomi Mi TV Q2 50""",TV,1,Emlynne Heining,eheining4x@flickr.com,United States,TV,500.00 €,170.00 €,,
FMT-94584-786,08-Oct-2019,86504-96610-BH,L-M-0.2,Lenovo Legion Tower 5i,PC,2,Katerina Melloi,kmelloi4y@imdb.com,United States,PC,"1,300.00 €",700.00 €,,
NWT-78222-575,31-Dec-2019,75986-98864-EZ,C-L-1,Marshall Emberton II,Bluetooth Speaker,1,Tiffany Scardafield,,Ireland,Bluetooth Speaker,160.00 €,55.00 €,,
EOI-02511-919,20-Mar-2020,66776-88682-RG,A-D-1,Oppo Reno10 5G,Smartphone,2,Abrahan Mussen,amussen50@51.la,United States,Smartphone,450.00 €,300.00 €,,
EOI-02511-919,20-Mar-2020,66776-88682-RG,F-L-0.5,Corsair K100 RGB,Keyboard,1,Abrahan Mussen,amussen50@51.la,United States,Keyboard,220.00 €,75.00 €,,
UCT-03935-589,29-Mar-2021,85851-78384-DM,R-D-0.2,Samsung Galaxy Book4 Pro,Laptop,1,Anny Mundford,amundford52@nbcnews.com,United States,Laptop,"1,699.00 €",509.00 €,,
SBI-60013-494,12-Nov-2021,55232-81621-BX,H-M-0.5,HyperX Cloud III,Gaming Accessory,1,Tory Walas,twalas53@google.ca,United States,Gaming Accessory,80.00 €,30.00 €,,
QRA-73277-814,20-Jul-2021,80310-92912-JA,G-M-2.5,Microsoft Xbox Series X,Gaming Console,1,Isa Blazewicz,iblazewicz54@thetimes.co.uk,United States,Gaming Console,550.00 €,170.00 €,,
EQE-31648-909,18-Jan-2019,19821-05175-WZ,L-D-2.5,JBL Tune 770NC,Headphones,2,Angie Rizzetti,arizzetti55@naver.com,United States,Headphones,100.00 €,70.00 €,,
QOO-24615-950,07-Aug-2019,01338-83217-GV,A-M-2.5,Huawei P60 Pro,Smartphone,3,Mord Meriet,mmeriet56@noaa.gov,United States,Smartphone,"1,000.00 €","1,050.00 €",,
WDV-73864-037,13-Mar-2022,66044-25298-TA,E-M-0.5,Nothing Ear 2,Headphones,3,Lawrence Pratt,lpratt57@netvibes.com,United States,Headphones,150.00 €,150.00 €,,
PKR-88575-066,17-May-2022,28728-47861-TZ,B-D-1,Amazfit GTR 4,Wearable,2,Astrix Kitchingham,akitchingham58@com.com,United States,Wearable,180.00 €,120.00 €,,
BWR-85735-955,14-Dec-2019,32638-38620-AX,R-L-0.5,Dell XPS 13 Plus,Laptop,2,Burnard Bartholin,bbartholin59@xinhuanet.com,United States,Laptop,"1,599.00 €",798.00 €,,
YFX-64795-136,15-Jan-2020,83163-65741-IH,L-L-2.5,HP Envy 32 All-in-One,PC,1,Madelene Prinn,mprinn5a@usa.gov,United States,PC,"1,999.00 €",599.00 €,,
DDO-71442-967,12-Apr-2019,89422-58281-FD,A-L-2.5,Samsung Galaxy S24,Smartphone,2,Alisun Baudino,abaudino5b@netvibes.com,United States,Smartphone,909.00 €,578.00 €,,
ILQ-11027-588,29-Mar-2020,76293-30918-DQ,F-M-0.2,Samsung T7 Portable SSD,External Drive,2,Philipa Petrushanko,ppetrushanko5c@blinklist.com,Ireland,External Drive,100.00 €,80.00 €,,
KRZ-13868-122,24-Mar-2022,86779-84838-EJ,H-L-0.2,Razer Kraken V4,Gaming Accessory,1,Kimberli Mustchin,,United States,Gaming Accessory,70.00 €,25.00 €,,
VRM-93594-914,21-Jul-2021,66806-41795-MX,C-M-1,SteelSeries Aerox 9 Wireless,Mouse,2,Emlynne Laird,elaird5e@bing.com,United States,Mouse,180.00 €,120.00 €,,
HXL-22497-359,06-Aug-2019,64875-71224-UI,E-L-1,Sennheiser Momentum 4,Headphones,3,Marlena Howsden,mhowsden5f@infoseek.co.jp,United States,Headphones,350.00 €,360.00 €,,
NOP-21394-646,23-May-2021,16982-35708-BZ,A-M-0.2,Xiaomi Redmi Note 13,Smartphone,1,Nealson Cuttler,ncuttler5g@parallels.com,United States,Smartphone,270.00 €,95.00 €,,
NOP-21394-646,23-May-2021,16982-35708-BZ,R-M-0.5,Acer Aspire 7,Laptop,1,Nealson Cuttler,ncuttler5g@parallels.com,United States,Laptop,799.00 €,264.00 €,,
NOP-21394-646,23-May-2021,16982-35708-BZ,G-L-0.2,GoPro Hero 12,Action Camera,2,Nealson Cuttler,ncuttler5g@parallels.com,United States,Action Camera,400.00 €,280.00 €,,
NOP-21394-646,23-May-2021,16982-35708-BZ,L-M-1,Acer Predator Orion 3000,PC,3,Nealson Cuttler,ncuttler5g@parallels.com,United States,PC,"1,799.00 €","1,797.00 €",,
NOP-21394-646,23-May-2021,16982-35708-BZ,B-L-1,Skyworth Q70 4K,TV,3,Nealson Cuttler,ncuttler5g@parallels.com,United States,TV,350.00 €,360.00 €,,
FTV-77095-168,08-Apr-2021,66708-26678-QK,E-D-0.2,Sony Bravia XR A80L,TV,2,Adriana Lazarus,,United States,TV,"1,600.00 €","1,100.00 €",,
BOR-02906-411,17-Oct-2021,08743-09057-OO,A-L-1,Apple iPhone 15 Pro,Smartphone,2,Tallie felip,tfelip5m@typepad.com,United States,Smartphone,"1,229.00 €",858.00 €,,
WMP-68847-770,16-Feb-2022,37490-01572-JW,H-M-0.5,HyperX Cloud III,Gaming Accessory,2,Vanna Le - Count,vle5n@disqus.com,United States,Gaming Accessory,80.00 €,60.00 €,,
TMO-22785-872,15-Jul-2020,01811-60350-CU,F-D-1,Fujifilm X-S20,Camera,3,Sarette Ducarel,,United States,Camera,"1,300.00 €","1,350.00 €",,
TJG-73587-353,22-Feb-2020,24766-58139-GT,R-D-1,LG UltraGear 27GN950,Monitor,2,Kendra Glison,,United States,Monitor,700.00 €,330.00 €,,
OOU-61343-455,15-Jan-2021,90123-70970-NY,C-D-0.5,Apple Magic Keyboard,Keyboard,1,Nertie Poolman,npoolman5q@howstuffworks.com,United States,Keyboard,120.00 €,45.00 €,,
RMA-08327-369,11-Jan-2021,93809-05424-MG,L-L-0.2,Dell UltraSharp U2723QE,Monitor,2,Orbadiah Duny,oduny5r@constantcontact.com,United States,Monitor,679.00 €,458.00 €,,
SFB-97929-779,08-Apr-2022,85425-33494-HQ,A-M-1,OnePlus 12,Smartphone,3,Constance Halfhide,chalfhide5s@google.ru,Ireland,Smartphone,949.00 €,957.00 €,,
AUP-10128-606,01-Oct-2020,54387-64897-XC,E-L-2.5,Razer BlackShark V2,Headphones,1,Fransisco Malecky,fmalecky5t@list-manage.com,United Kingdom,Headphones,80.00 €,30.00 €,,
YTW-40242-005,28-Oct-2019,01035-70465-UO,B-M-2.5,Fitbit Charge 7,Wearable,1,Anselma Attwater,aattwater5u@wikia.com,United States,Wearable,150.00 €,50.00 €,,
PRP-53390-819,28-Mar-2021,84260-39432-ML,F-M-1,Crucial X10 Pro SSD,External Drive,3,Minette Whellans,mwhellans5v@mapquest.com,United States,External Drive,95.00 €,120.00 €,,
GSJ-01065-125,31-Mar-2020,69779-40609-RS,R-L-1,HP Spectre x360,Laptop,2,Dael Camilletti,dcamilletti5w@businesswire.com,United States,Laptop,"1,699.00 €","1,018.00 €",,
YQU-65147-580,26-Mar-2022,80247-70000-HT,G-D-0.2,Nintendo Switch OLED,Gaming Console,3,Emiline Galgey,egalgey5x@wufoo.com,United States,Gaming Console,370.00 €,360.00 €,,
QPM-95832-683,06-Nov-2019,35058-04550-VC,L-M-2.5,Apple iMac 24 M3,PC,1,Murdock Hame,mhame5y@newsvine.com,Ireland,PC,"1,499.00 €",499.00 €,,
BNQ-88920-567,30-Dec-2019,27226-53717-SY,A-L-0.2,Samsung Galaxy A55,Smartphone,1,Ilka Gurnee,igurnee5z@usnews.com,United States,Smartphone,480.00 €,180.00 €,,
PUX-47906-110,01-Oct-2021,02002-98725-CH,E-M-2.5,Samsung QN90D Neo QLED,TV,2,Alfy Snowding,asnowding60@comsenz.com,United States,TV,"1,400.00 €",960.00 €,,
COL-72079-610,09-Dec-2020,38487-01549-MV,H-L-0.2,Razer Kraken V4,Gaming Accessory,2,Godfry Poinsett,gpoinsett61@berkeley.edu,United States,Gaming Accessory,70.00 €,50.00 €,,
LBC-45686-819,01-May-2021,98573-41811-EQ,C-L-0.5,Anker Soundcore Motion X600,Bluetooth Speaker,1,Rem Furman,rfurman62@t.co,Ireland,Bluetooth Speaker,200.00 €,70.00 €,,
BLQ-03709-265,04-Aug-2022,72463-75685-MV,A-D-0.2,Xiaomi Poco 3,Smartphone,1,Charis Crosier,ccrosier63@xrea.com,United States,Smartphone,130.00 €,40.00 €,,
BLQ-03709-265,04-Aug-2022,72463-75685-MV,F-L-2.5,WD My Passport 4TB,External Drive,3,Charis Crosier,ccrosier63@xrea.com,United States,External Drive,120.00 €,135.00 €,,
VFZ-91673-181,13-Nov-2021,10225-91535-AI,R-M-2.5,MSI Modern 14,Laptop,2,Lenka Rushmer,lrushmer65@europa.eu,United States,Laptop,749.00 €,498.00 €,,
WKD-81956-870,16-Sep-2020,48090-06534-HI,B-D-0.2,Garmin Forerunner 265,Wearable,1,Waneta Edinborough,wedinborough66@github.io,United States,Wearable,400.00 €,140.00 €,,
TNI-91067-006,05-Oct-2020,80444-58185-FX,L-L-1,AOC 24G2SPU,Monitor,3,Bobbe Piggott,,United States,Monitor,189.00 €,192.00 €,,
IZA-61469-812,06-Jan-2020,13561-92774-WP,E-D-0.5,"TCL C845 65""",TV,2,Ketty Bromehead,kbromehead68@un.org,United States,TV,900.00 €,600.00 €,,
PSS-22466-862,21-May-2021,11550-78378-GE,A-M-0.5,Google Pixel 8,Smartphone,1,Elsbeth Westerman,ewesterman69@si.edu,Ireland,Smartphone,759.00 €,259.00 €,,
REH-56504-397,26-Feb-2020,90961-35603-RP,H-D-1,Elgato Stream Deck XL,Gaming Accessory,2,Anabelle Hutchens,ahutchens6a@amazonaws.com,United States,Gaming Accessory,220.00 €,150.00 €,,
ALA-62598-016,19-Feb-2020,57145-03803-ZL,G-M-1,Sony PlayStation 5,Gaming Console,2,Noak Wyvill,nwyvill6b@naver.com,United Kingdom,Gaming Console,550.00 €,340.00 €,,
EYE-70374-835,29-Jun-2021,89115-11966-VF,C-M-0.5,Razer Basilisk V3 Pro,Mouse,2,Beltran Mathon,bmathon6c@barnesandnoble.com,United States,Mouse,160.00 €,110.00 €,,
CCZ-19589-212,27-Mar-2021,05754-41702-FG,R-D-2.5,Samsung Odyssey G9,Monitor,3,Kristos Streight,kstreight6d@about.com,United States,Monitor,"1,299.00 €","1,347.00 €",,
BPT-83989-157,27-Oct-2021,84269-49816-ML,F-D-0.5,Sony Alpha A7 IV,Camera,3,Portie Cutchie,pcutchie6e@globo.com,United States,Camera,"2,500.00 €","2,550.00 €",,
YFH-87456-208,12-Jun-2019,23600-98432-ME,L-M-0.5,MSI MPG Trident 3,PC,3,Sinclare Edsell,,United States,PC,"1,299.00 €","1,347.00 €",,
JLN-14700-924,28-Jun-2020,79058-02767-CP,A-L-1,Apple iPhone 15 Pro,Smartphone,2,Conny Gheraldi,cgheraldi6g@opera.com,United Kingdom,Smartphone,"1,229.00 €",858.00 €,,
JVW-22582-137,23-Mar-2021,89208-74646-UK,E-L-0.5,Samsung Galaxy Buds3 Pro,Headphones,3,Beryle Kenwell,bkenwell6h@over-blog.com,United States,Headphones,230.00 €,240.00 €,,
LAA-41879-001,10-Feb-2022,11408-81032-UR,B-M-0.5,Samsung Galaxy Watch 7,Wearable,1,Tomas Sutty,tsutty6i@google.es,United States,Wearable,300.00 €,100.00 €,,
BRV-64870-915,16-Apr-2019,32070-55528-UG,R-M-0.2,ASUS ROG Zephyrus G16,Laptop,2,Samuele Ales0,,Ireland,Laptop,"2,499.00 €",998.00 €,,
RGJ-12544-083,12-Feb-2020,48873-84433-PN,L-D-0.2,Apple AirPods Pro 2,Headphones,3,Carlie Harce,charce6k@cafepress.com,Ireland,Headphones,180.00 €,0.00 €,,
JJX-83339-346,02-Jan-2022,32928-18158-OW,F-M-2.5,Canon EOS R50,Camera,2,Craggy Bril,,United States,Camera,700.00 €,480.00 €,,
BIU-21970-705,07-Dec-2020,89711-56688-GG,A-D-2.5,Honor Magic6 Lite,Smartphone,1,Friederike Drysdale,fdrysdale6m@symantec.com,United States,Smartphone,330.00 €,110.00 €,,
ELJ-87741-745,20-Feb-2020,48389-71976-JB,H-L-0.2,Razer Kraken V4,Gaming Accessory,2,Devon Magowan,dmagowan6n@fc2.com,United States,Gaming Accessory,70.00 €,50.00 €,,
SGI-48226-857,11-Jun-2020,84033-80762-EQ,E-M-1,"LG OLED C4 55""",TV,1,Codi Littrell,,United States,TV,"1,500.00 €",500.00 €,,
AHV-66988-037,08-Sep-2020,12743-00952-KO,C-D-1,Logitech MX Keys S,Keyboard,2,Christel Speak,,United States,Keyboard,120.00 €,90.00 €,,
ISK-42066-094,28-Mar-2020,41505-42181-EF,B-L-2.5,"Toshiba QA5D 43""",TV,2,Sibella Rushbrooke,srushbrooke6q@youku.com,United States,TV,300.00 €,200.00 €,,
FTC-35822-530,10-Oct-2020,14307-87663-KB,A-M-1,OnePlus 12,Smartphone,2,Tammie Drynan,tdrynan6r@deviantart.com,United States,Smartphone,949.00 €,638.00 €,,
VSS-56247-688,21-May-2022,08360-19442-GB,R-L-2.5,Lenovo ThinkPad X1 Carbon,Laptop,3,Effie Yurkov,eyurkov6s@hud.gov,United States,Laptop,"1,899.00 €","1,707.00 €",,
HVW-25584-144,30-Apr-2020,93405-51204-UW,G-L-1,Insta360 X3,Action Camera,2,Lexie Mallan,lmallan6t@state.gov,United States,Action Camera,430.00 €,300.00 €,,
MUY-15309-209,12-Dec-2021,97152-03355-IW,F-L-1,Seagate Expansion 2TB,External Drive,1,Georgena Bentjens,gbentjens6u@netlog.com,United Kingdom,External Drive,75.00 €,30.00 €,,
VAJ-44572-469,27-Oct-2020,79216-73157-TE,L-L-0.5,ASUS TUF Gaming VG27AQ,Monitor,3,Delmar Beasant,,Ireland,Monitor,349.00 €,357.00 €,,
YJU-84377-606,07-Jul-2020,20259-47723-AC,A-L-0.2,Samsung Galaxy A55,Smartphone,3,Lyn Entwistle,lentwistle6w@omniture.com,United States,Smartphone,480.00 €,540.00 €,,
VNC-93921-469,31-Jan-2020,04666-71569-RI,E-D-1,Philips Ambilight 55PUS8908,TV,2,Zacharias Kiffe,zkiffe74@cyberchimps.com,United States,TV,700.00 €,480.00 €,,
OGB-91614-810,18-Feb-2020,08909-77713-CG,H-M-0.5,HyperX Cloud III,Gaming Accessory,2,Mercedes Acott,macott6y@pagesperso-orange.fr,United States,Gaming Accessory,80.00 €,60.00 €,,
BQI-61647-496,13-Jun-2021,84340-73931-VV,B-D-2.5,JBL Go 4,Bluetooth Speaker,3,Connor Heaviside,cheaviside6z@rediff.com,United States,Bluetooth Speaker,45.00 €,51.00 €,,
IOM-51636-823,06-Aug-2022,04609-95151-XH,R-M-1,Microsoft Surface Laptop 6,Laptop,1,Devy Bulbrook,,United States,Laptop,"1,399.00 €",419.00 €,,
GGD-38107-641,23-Nov-2021,99562-88650-YF,C-L-2.5,Bose SoundLink Flex,Bluetooth Speaker,2,Leia Kernan,lkernan71@wsj.com,United States,Bluetooth Speaker,150.00 €,100.00 €,,
LTO-95975-728,13-Oct-2021,46560-73885-PJ,L-M-1,Acer Predator Orion 3000,PC,3,Rosaline McLae,rmclae72@dailymotion.com,United Kingdom,PC,"1,799.00 €","1,797.00 €",,
IGM-84664-265,31-Aug-2021,80179-44620-WN,F-M-0.5,SanDisk Extreme Pro SSD,External Drive,2,Cleve Blowfelde,cblowfelde73@ustream.tv,United States,External Drive,110.00 €,90.00 €,,
SKO-45740-621,16-Jan-2020,04666-71569-RI,A-D-1,Oppo Reno10 5G,Smartphone,2,Zacharias Kiffe,zkiffe74@cyberchimps.com,United States,Smartphone,450.00 €,300.00 €,,
FOJ-02234-063,25-Apr-2022,59081-87231-VP,E-L-0.2,Beats Studio Pro,Headphones,1,Denyse O'Calleran,docalleran75@ucla.edu,United States,Headphones,350.00 €,120.00 €,,
MSJ-11909-468,13-Nov-2021,07878-45872-CC,H-L-0.2,Razer Kraken V4,Gaming Accessory,1,Cobby Cromwell,ccromwell76@desdev.cn,United States,Gaming Accessory,70.00 €,25.00 €,,
DKB-78053-329,08-Jun-2021,12444-05174-OO,B-M-1,Xiaomi Smart Band 9,Wearable,1,Irv Hay,ihay77@lulu.com,United Kingdom,Wearable,50.00 €,20.00 €,,
DFZ-45083-941,21-Nov-2020,34665-62561-AU,R-D-0.5,Huawei MateBook D16,Laptop,2,Tani Taffarello,ttaffarello78@sciencedaily.com,United States,Laptop,699.00 €,468.00 €,,
OTA-40969-710,14-Mar-2019,77877-11993-QH,L-D-1,Bose QuietComfort Ultra,Headphones,3,Monique Canty,mcanty79@jigsy.com,United States,Headphones,449.00 €,447.00 €,,
GRH-45571-667,16-Aug-2019,32291-18308-YZ,G-D-2.5,Logitech G29 Racing Wheel,Gaming Accessory,1,Javier Kopke,jkopke7a@auda.org.au,United States,Gaming Accessory,250.00 €,90.00 €,,
NXV-05302-067,22-Apr-2019,25754-33191-ZI,C-M-2.5,HP 930 Creator Mouse,Mouse,1,Mar McIver,,United States,Mouse,60.00 €,22.00 €,,
VZH-86274-142,02-May-2022,53120-45532-KL,A-L-2.5,Samsung Galaxy S24,Smartphone,1,Arabella Fransewich,,Ireland,Smartphone,909.00 €,289.00 €,,
KIX-93248-135,11-Feb-2020,36605-83052-WB,E-M-0.2,Logitech G Pro X,Headphones,1,Violette Hellmore,vhellmore7d@bbc.co.uk,United States,Headphones,130.00 €,45.00 €,,
AXR-10962-010,28-Mar-2021,53683-35977-KI,B-L-0.5,"Hisense U8KQ 55""",TV,3,Myles Seawright,mseawright7e@nbcnews.com,United Kingdom,TV,800.00 €,810.00 €,,
IHS-71573-008,08-May-2021,07972-83134-NM,F-L-0.2,Razer BlackWidow V4,Keyboard,1,Silvana Northeast,snortheast7f@mashable.com,United States,Keyboard,200.00 €,70.00 €,,
QTR-19001-114,21-Nov-2019,01035-70465-UO,H-M-0.5,HyperX Cloud III,Gaming Accessory,2,Anselma Attwater,aattwater5u@wikia.com,United States,Gaming Accessory,80.00 €,60.00 €,,
WBK-62297-910,17-May-2021,25514-23938-IQ,R-L-0.2,Apple MacBook Air M3,Laptop,2,Monica Fearon,mfearon7h@reverbnation.com,United States,Laptop,"1,299.00 €",798.00 €,,
OGY-19377-175,09-Jul-2019,49084-44492-OJ,L-L-1,AOC 24G2SPU,Monitor,2,Barney Chisnell,,Ireland,Monitor,189.00 €,128.00 €,,
ESR-66651-814,20-May-2020,76624-72205-CK,A-M-2.5,Huawei P60 Pro,Smartphone,2,Jasper Sisneros,jsisneros7j@a8.net,United States,Smartphone,"1,000.00 €",700.00 €,,
CPX-46916-770,27-Aug-2021,12729-50170-JE,E-D-2.5,"Xiaomi Mi TV Q2 50""",TV,1,Zachariah Carlson,zcarlson7k@bigcartel.com,Ireland,TV,500.00 €,170.00 €,,
MDC-03318-645,30-Apr-2022,43974-44760-QI,C-D-0.2,Corsair M75 Air,Mouse,2,Warner Maddox,wmaddox7l@timesonline.co.uk,United States,Mouse,80.00 €,60.00 €,,
SFF-86059-407,03-Jun-2020,30585-48726-BK,B-D-0.5,Huawei Watch GT4,Wearable,1,Donnie Hedlestone,dhedlestone7m@craigslist.org,United States,Wearable,200.00 €,70.00 €,,
SCL-94540-788,13-Jun-2022,16123-07017-TY,F-M-1,Crucial X10 Pro SSD,External Drive,3,Teddi Crowthe,tcrowthe7n@europa.eu,United States,External Drive,95.00 €,120.00 €,,
HVU-21634-076,10-Jun-2020,27723-45097-MH,L-M-2.5,Apple iMac 24 M3,PC,3,Dorelia Bury,dbury7o@tinyurl.com,Ireland,PC,"1,499.00 €","1,497.00 €",,
XUS-73326-418,18-Dec-2020,37078-56703-AF,R-M-0.5,Acer Aspire 7,Laptop,3,Gussy Broadbear,gbroadbear7p@omniture.com,United States,Laptop,799.00 €,792.00 €,,
XWD-18933-006,31-Aug-2019,79420-11075-MY,A-L-0.5,iPhone 15,Smartphone,2,Emlynne Palfrey,epalfrey7q@devhub.com,United States,Smartphone,899.00 €,638.00 €,,
HPD-65272-772,25-Feb-2019,57504-13456-UO,E-L-1,Sennheiser Momentum 4,Headphones,1,Parsifal Metrick,pmetrick7r@rakuten.co.jp,United States,Headphones,350.00 €,120.00 €,,
